Time_Index,SE3_nuclear,SE4_oil_peaker,SE1_biomass_chp,SE2_biomass_chp,SE3_biomass_chp,SE4_biomass_chp,SE1_onshore_wind,SE2_onshore_wind,SE3_onshore_wind,SE4_onshore_wind,SE4_offshore_wind,SE3_solar_pv,SE4_solar_pv,SE1_battery,SE2_battery,SE3_battery,SE4_battery,SE1_hydro_reservoir,SE2_hydro_reservoir,SE3_hydro_reservoir,SE4_hydro_reservoir
2379,1.0,1.0,1.0,1.0,1.0,1.0,0.43697,0.35299,0.30622,0.34936,0.42366,0.0,0.0,1.0,1.0,1.0,1.0,0.82415,0.78506,0.61097,0.43651
2380,1.0,1.0,1.0,1.0,1.0,1.0,0.46531,0.37875,0.35847,0.37579,0.40007,0.0,0.0,1.0,1.0,1.0,1.0,0.79163,0.77008,0.61243,0.44475
2381,1.0,1.0,1.0,1.0,1.0,1.0,0.45695,0.40792,0.3913,0.38731,0.32769,0.0,0.0,1.0,1.0,1.0,1.0,0.7979,0.73844,0.60488,0.45515
2382,1.0,1.0,1.0,1.0,1.0,1.0,0.42709,0.47377,0.33546,0.39972,0.32631,0.0,0.0,1.0,1.0,1.0,1.0,0.80468,0.74742,0.61297,0.44675
2383,1.0,1.0,1.0,1.0,1.0,1.0,0.44354,0.52857,0.36691,0.34595,0.35431,0.04847,0.049,1.0,1.0,1.0,1.0,0.82151,0.75091,0.60072,0.4589
2384,1.0,1.0,1.0,1.0,1.0,1.0,0.42613,0.55777,0.30973,0.31593,0.369,0.15901,0.19084,1.0,1.0,1.0,1.0,0.77445,0.77677,0.59621,0.43605
2385,1.0,1.0,1.0,1.0,1.0,1.0,0.40274,0.56978,0.28363,0.34213,0.41155,0.2317,0.24224,1.0,1.0,1.0,1.0,0.79526,0.76431,0.6087,0.43395
2386,1.0,1.0,1.0,1.0,1.0,1.0,0.43428,0.53048,0.22212,0.40951,0.49874,0.20522,0.2768,1.0,1.0,1.0,1.0,0.79507,0.77811,0.57979,0.4283
2387,1.0,1.0,1.0,1.0,1.0,1.0,0.40353,0.59546,0.19124,0.4641,0.40893,0.30677,0.45014,1.0,1.0,1.0,1.0,0.81263,0.7839,0.62071,0.42906
2388,1.0,1.0,1.0,1.0,1.0,1.0,0.39248,0.58796,0.19274,0.45062,0.4934,0.36723,0.30125,1.0,1.0,1.0,1.0,0.80427,0.72499,0.6095,0.45619
2389,1.0,1.0,1.0,1.0,1.0,1.0,0.41994,0.56576,0.24339,0.41818,0.52622,0.32601,0.44922,1.0,1.0,1.0,1.0,0.77215,0.76671,0.57602,0.45907
2390,1.0,1.0,1.0,1.0,1.0,1.0,0.36566,0.60379,0.31624,0.36656,0.45888,0.36415,0.37949,1.0,1.0,1.0,1.0,0.78878,0.7454,0.57382,0.43076
2391,1.0,1.0,1.0,1.0,1.0,1.0,0.3511,0.65676,0.37898,0.43722,0.50618,0.23856,0.39133,1.0,1.0,1.0,1.0,0.78623,0.74914,0.58357,0.45997
2392,1.0,1.0,1.0,1.0,1.0,1.0,0.37166,0.6821,0.42858,0.4235,0.52643,0.20222,0.25007,1.0,1.0,1.0,1.0,0.78478,0.7414,0.58711,0.43554
2393,1.0,1.0,1.0,1.0,1.0,1.0,0.36691,0.70525,0.38848,0.4322,0.44671,0.18003,0.29601,1.0,1.0,1.0,1.0,0.79485,0.76783,0.61444,0.4516
2394,1.0,1.0,1.0,1.0,1.0,1.0,0.38868,0.60351,0.45035,0.36814,0.36471,0.13825,0.17759,1.0,1.0,1.0,1.0,0.77682,0.76699,0.59363,0.45413
2395,1.0,1.0,1.0,1.0,1.0,1.0,0.38659,0.62075,0.38378,0.37265,0.38119,0.06678,0.05834,1.0,1.0,1.0,1.0,0.76948,0.75547,0.58251,0.42918
2396,1.0,1.0,1.0,1.0,1.0,1.0,0.31859,0.62538,0.35059,0.40359,0.36614,0.0,0.0,1.0,1.0,1.0,1.0,0.80877,0.76898,0.58508,0.44026
2397,1.0,1.0,1.0,1.0,1.0,1.0,0.2768,0.65592,0.28762,0.4064,0.37691,0.0,0.0,1.0,1.0,1.0,1.0,0.81019,0.76221,0.58582,0.43981
2398,1.0,1.0,1.0,1.0,1.0,1.0,0.3104,0.6109,0.31367,0.35022,0.31528,0.0,0.0,1.0,1.0,1.0,1.0,0.81291,0.72847,0.58657,0.4552
2399,1.0,1.0,1.0,1.0,1.0,1.0,0.29436,0.57191,0.31183,0.31553,0.28127,0.0,0.0,1.0,1.0,1.0,1.0,0.80734,0.77886,0.61858,0.45245
2400,1.0,1.0,1.0,1.0,1.0,1.0,0.30789,0.60349,0.25381,0.32274,0.21525,0.0,0.0,1.0,1.0,1.0,1.0,0.77407,0.76532,0.57482,0.42888
2401,1.0,1.0,1.0,1.0,1.0,1.0,0.29975,0.5846,0.23172,0.31489,0.18299,0.0,0.0,1.0,1.0,1.0,1.0,0.78259,0.76126,0.62932,0.43954
2402,1.0,1.0,1.0,1.0,1.0,1.0,0.24415,0.58033,0.20112,0.35492,0.13423,0.0,0.0,1.0,1.0,1.0,1.0,0.84294,0.74293,0.61356,0.43265
2403,1.0,1.0,1.0,1.0,1.0,1.0,0.26531,0.60894,0.20645,0.36844,0.15136,0.0,0.0,1.0,1.0,1.0,1.0,0.84194,0.76542,0.62764,0.43361
2404,1.0,1.0,1.0,1.0,1.0,1.0,0.29426,0.62983,0.25775,0.39442,0.25167,0.0,0.0,1.0,1.0,1.0,1.0,0.81806,0.74291,0.5863,0.46434
2405,1.0,1.0,1.0,1.0,1.0,1.0,0.27312,0.63495,0.23529,0.34497,0.31808,0.0,0.0,1.0,1.0,1.0,1.0,0.79424,0.75783,0.59284,0.45583
2406,1.0,1.0,1.0,1.0,1.0,1.0,0.25483,0.57014,0.28274,0.3747,0.30383,0.0,0.0,1.0,1.0,1.0,1.0,0.83469,0.75856,0.61475,0.43917
2407,1.0,1.0,1.0,1.0,1.0,1.0,0.19908,0.57346,0.33163,0.44071,0.38296,0.08485,0.0837,1.0,1.0,1.0,1.0,0.82184,0.75745,0.59732,0.44691
2408,1.0,1.0,1.0,1.0,1.0,1.0,0.234,0.55604,0.37899,0.37238,0.31254,0.13598,0.17588,1.0,1.0,1.0,1.0,0.81902,0.777,0.60369,0.4577
2409,1.0,1.0,1.0,1.0,1.0,1.0,0.31354,0.49397,0.40804,0.33686,0.29054,0.24606,0.27,1.0,1.0,1.0,1.0,0.82076,0.77612,0.62988,0.45323
2410,1.0,1.0,1.0,1.0,1.0,1.0,0.25396,0.45601,0.34564,0.32382,0.2735,0.35212,0.3309,1.0,1.0,1.0,1.0,0.80656,0.75354,0.61261,0.44921
2411,1.0,1.0,1.0,1.0,1.0,1.0,0.27604,0.49284,0.39721,0.38868,0.23378,0.40673,0.39162,1.0,1.0,1.0,1.0,0.84324,0.77807,0.62413,0.46756
2412,1.0,1.0,1.0,1.0,1.0,1.0,0.26727,0.50345,0.44286,0.39723,0.32982,0.37798,0.47916,1.0,1.0,1.0,1.0,0.82083,0.7803,0.5963,0.45177
2413,1.0,1.0,1.0,1.0,1.0,1.0,0.25909,0.53176,0.47085,0.37079,0.35101,0.29562,0.36304,1.0,1.0,1.0,1.0,0.80441,0.76483,0.60238,0.4489
2414,1.0,1.0,1.0,1.0,1.0,1.0,0.2393,0.53292,0.47991,0.43183,0.43161,0.38948,0.46886,1.0,1.0,1.0,1.0,0.80086,0.76484,0.59614,0.44003
2415,1.0,1.0,1.0,1.0,1.0,1.0,0.28605,0.45658,0.46074,0.35842,0.50622,0.28469,0.40954,1.0,1.0,1.0,1.0,0.81257,0.7641,0.60113,0.45757
2416,1.0,1.0,1.0,1.0,1.0,1.0,0.27251,0.42961,0.45692,0.38563,0.4689,0.28656,0.3536,1.0,1.0,1.0,1.0,0.8238,0.73787,0.58424,0.43782
2417,1.0,1.0,1.0,1.0,1.0,1.0,0.27752,0.37161,0.45433,0.31287,0.3821,0.25734,0.2421,1.0,1.0,1.0,1.0,0.81462,0.79208,0.58838,0.44141
2418,1.0,1.0,1.0,1.0,1.0,1.0,0.30779,0.33509,0.42992,0.29607,0.36066,0.11173,0.15725,1.0,1.0,1.0,1.0,0.79521,0.73992,0.62755,0.45461
2419,1.0,1.0,1.0,1.0,1.0,1.0,0.2696,0.3095,0.38287,0.36472,0.36779,0.0749,0.07743,1.0,1.0,1.0,1.0,0.82189,0.77456,0.62308,0.45887
2420,1.0,1.0,1.0,1.0,1.0,1.0,0.23185,0.35143,0.36938,0.34682,0.37446,0.0,0.0,1.0,1.0,1.0,1.0,0.80247,0.74797,0.59625,0.45906
2421,1.0,1.0,1.0,1.0,1.0,1.0,0.31835,0.40135,0.42891,0.3193,0.45198,0.0,0.0,1.0,1.0,1.0,1.0,0.83075,0.76087,0.62223,0.46744
2422,1.0,1.0,1.0,1.0,1.0,1.0,0.28124,0.39741,0.47777,0.27149,0.49557,0.0,0.0,1.0,1.0,1.0,1.0,0.80701,0.77288,0.58784,0.45691
2423,1.0,1.0,1.0,1.0,1.0,1.0,0.32866,0.38916,0.43469,0.26562,0.43994,0.0,0.0,1.0,1.0,1.0,1.0,0.84386,0.78692,0.62295,0.43605
2424,1.0,1.0,1.0,1.0,1.0,1.0,0.38247,0.45048,0.3786,0.32348,0.474,0.0,0.0,1.0,1.0,1.0,1.0,0.78475,0.77269,0.63022,0.46648
2425,1.0,1.0,1.0,1.0,1.0,1.0,0.37112,0.41199,0.41359,0.32959,0.51329,0.0,0.0,1.0,1.0,1.0,1.0,0.80594,0.77124,0.59715,0.46058
2426,1.0,1.0,1.0,1.0,1.0,1.0,0.35938,0.34092,0.35267,0.35749,0.51967,0.0,0.0,1.0,1.0,1.0,1.0,0.81783,0.78707,0.62223,0.45758
2427,1.0,1.0,1.0,1.0,1.0,1.0,0.41821,0.3419,0.35842,0.36484,0.48025,0.0,0.0,1.0,1.0,1.0,1.0,0.84435,0.78878,0.63126,0.45348
2428,1.0,1.0,1.0,1.0,1.0,1.0,0.38631,0.39671,0.42186,0.34231,0.45006,0.0,0.0,1.0,1.0,1.0,1.0,0.82336,0.79187,0.62821,0.47072
2429,1.0,1.0,1.0,1.0,1.0,1.0,0.40098,0.42538,0.43935,0.35448,0.39122,0.0,0.0,1.0,1.0,1.0,1.0,0.85494,0.78756,0.61034,0.44384
2430,1.0,1.0,1.0,1.0,1.0,1.0,0.42203,0.41395,0.36551,0.31071,0.45928,0.0,0.0,1.0,1.0,1.0,1.0,0.79808,0.78572,0.60533,0.45183
2431,1.0,1.0,1.0,1.0,1.0,1.0,0.4455,0.37954,0.43005,0.27555,0.42793,0.0538,0.085,1.0,1.0,1.0,1.0,0.8392,0.76038,0.62887,0.45749
2432,1.0,1.0,1.0,1.0,1.0,1.0,0.46002,0.33959,0.46523,0.27596,0.37269,0.16654,0.13891,1.0,1.0,1.0,1.0,0.82593,0.76273,0.59985,0.46447
2433,1.0,1.0,1.0,1.0,1.0,1.0,0.49787,0.40488,0.4822,0.21129,0.43091,0.16411,0.19504,1.0,1.0,1.0,1.0,0.82445,0.77721,0.61666,0.46939
2434,1.0,1.0,1.0,1.0,1.0,1.0,0.47822,0.34121,0.51512,0.17342,0.4664,0.35064,0.37906,1.0,1.0,1.0,1.0,0.8299,0.77425,0.59872,0.45958
2435,1.0,1.0,1.0,1.0,1.0,1.0,0.50587,0.37671,0.46661,0.13497,0.52598,0.33513,0.41157,1.0,1.0,1.0,1.0,0.81146,0.77537,0.61608,0.45519
2436,1.0,1.0,1.0,1.0,1.0,1.0,0.46596,0.32167,0.51763,0.11044,0.43013,0.34005,0.37218,1.0,1.0,1.0,1.0,0.84336,0.80731,0.63068,0.44913
2437,1.0,1.0,1.0,1.0,1.0,1.0,0.42073,0.24953,0.4485,0.12949,0.48414,0.26927,0.43356,1.0,1.0,1.0,1.0,0.8152,0.79996,0.59121,0.43826
2438,1.0,1.0,1.0,1.0,1.0,1.0,0.44707,0.29869,0.40056,0.14044,0.54334,0.45909,0.30226,1.0,1.0,1.0,1.0,0.85465,0.78474,0.63345,0.46525
2439,1.0,1.0,1.0,1.0,1.0,1.0,0.43776,0.26764,0.36351,0.1319,0.57308,0.42026,0.31046,1.0,1.0,1.0,1.0,0.84649,0.78786,0.60818,0.47063
2440,1.0,1.0,1.0,1.0,1.0,1.0,0.36731,0.25321,0.39606,0.08181,0.64939,0.20552,0.25297,1.0,1.0,1.0,1.0,0.83517,0.78392,0.62938,0.44032
2441,1.0,1.0,1.0,1.0,1.0,1.0,0.40695,0.27424,0.44971,0.10325,0.58654,0.27086,0.26083,1.0,1.0,1.0,1.0,0.82709,0.76372,0.6171,0.44447
2442,1.0,1.0,1.0,1.0,1.0,1.0,0.39007,0.26992,0.46501,0.08435,0.60991,0.17618,0.1813,1.0,1.0,1.0,1.0,0.85933,0.76033,0.63604,0.43911
2443,1.0,1.0,1.0,1.0,1.0,1.0,0.47002,0.23232,0.42195,0.17668,0.54587,0.05583,0.06864,1.0,1.0,1.0,1.0,0.80392,0.75466,0.62317,0.45079
2444,1.0,1.0,1.0,1.0,1.0,1.0,0.46397,0.22681,0.36957,0.25312,0.59676,0.0,0.0,1.0,1.0,1.0,1.0,0.81454,0.77285,0.59884,0.44373
2445,1.0,1.0,1.0,1.0,1.0,1.0,0.50532,0.22384,0.41621,0.23841,0.61194,0.0,0.0,1.0,1.0,1.0,1.0,0.80124,0.76233,0.62109,0.43868
2446,1.0,1.0,1.0,1.0,1.0,1.0,0.42294,0.19081,0.39929,0.19544,0.547,0.0,0.0,1.0,1.0,1.0,1.0,0.85825,0.78623,0.6183,0.44741
2447,1.0,1.0,1.0,1.0,1.0,1.0,0.44844,0.28375,0.41801,0.19664,0.56107,0.0,0.0,1.0,1.0,1.0,1.0,0.81372,0.81134,0.61047,0.45368
2448,1.0,1.0,1.0,1.0,1.0,1.0,0.51243,0.29413,0.35828,0.17464,0.58715,0.0,0.0,1.0,1.0,1.0,1.0,0.8475,0.76519,0.5989,0.45392
2449,1.0,1.0,1.0,1.0,1.0,1.0,0.54357,0.35164,0.32211,0.21045,0.62073,0.0,0.0,1.0,1.0,1.0,1.0,0.82439,0.78956,0.62273,0.4443
2450,1.0,1.0,1.0,1.0,1.0,1.0,0.59104,0.32364,0.32706,0.27505,0.68649,0.0,0.0,1.0,1.0,1.0,1.0,0.87043,0.80956,0.6289,0.47552
2451,1.0,1.0,1.0,1.0,1.0,1.0,0.5799,0.31063,0.37472,0.2672,0.7155,0.0,0.0,1.0,1.0,1.0,1.0,0.82446,0.77561,0.64746,0.47578
2452,1.0,1.0,1.0,1.0,1.0,1.0,0.56426,0.394,0.37069,0.21347,0.7659,0.0,0.0,1.0,1.0,1.0,1.0,0.81462,0.81038,0.60267,0.44789
2453,1.0,1.0,1.0,1.0,1.0,1.0,0.561,0.36178,0.32314,0.2934,0.73477,0.0,0.0,1.0,1.0,1.0,1.0,0.8543,0.80763,0.61255,0.46678
2454,1.0,1.0,1.0,1.0,1.0,1.0,0.53271,0.39183,0.32659,0.23508,0.80317,0.0,0.0,1.0,1.0,1.0,1.0,0.82418,0.80593,0.63018,0.46072
2455,1.0,1.0,1.0,1.0,1.0,1.0,0.58767,0.36105,0.33642,0.20519,0.86177,0.08204,0.08741,1.0,1.0,1.0,1.0,0.82845,0.76524,0.61042,0.44139
2456,1.0,1.0,1.0,1.0,1.0,1.0,0.61145,0.35401,0.39247,0.18554,0.79691,0.16876,0.13504,1.0,1.0,1.0,1.0,0.86886,0.78419,0.60071,0.44972
2457,1.0,1.0,1.0,1.0,1.0,1.0,0.53807,0.29478,0.33523,0.15347,0.69072,0.17863,0.23017,1.0,1.0,1.0,1.0,0.84561,0.82337,0.60152,0.45462
2458,1.0,1.0,1.0,1.0,1.0,1.0,0.58446,0.32916,0.27122,0.1858,0.71633,0.29588,0.25929,1.0,1.0,1.0,1.0,0.86844,0.78263,0.62301,0.464
2459,1.0,1.0,1.0,1.0,1.0,1.0,0.56699,0.36235,0.25053,0.21873,0.63059,0.3466,0.46676,1.0,1.0,1.0,1.0,0.85642,0.78776,0.61131,0.46516
2460,1.0,1.0,1.0,1.0,1.0,1.0,0.5402,0.39513,0.29355,0.21043,0.56508,0.45627,0.36047,1.0,1.0,1.0,1.0,0.82278,0.76873,0.63767,0.44112
2461,1.0,1.0,1.0,1.0,1.0,1.0,0.60556,0.3935,0.26841,0.17566,0.47239,0.33735,0.35493,1.0,1.0,1.0,1.0,0.80962,0.79223,0.62681,0.46476
2462,1.0,1.0,1.0,1.0,1.0,1.0,0.54439,0.46071,0.31055,0.19769,0.55004,0.39542,0.40322,1.0,1.0,1.0,1.0,0.80837,0.78514,0.64329,0.46558
2463,1.0,1.0,1.0,1.0,1.0,1.0,0.45276,0.40365,0.27875,0.24348,0.47115,0.35339,0.28015,1.0,1.0,1.0,1.0,0.87118,0.81721,0.60388,0.44832
2464,1.0,1.0,1.0,1.0,1.0,1.0,0.47146,0.3733,0.3094,0.18137,0.55322,0.23361,0.23897,1.0,1.0,1.0,1.0,0.85933,0.81624,0.62212,0.45372
2465,1.0,1.0,1.0,1.0,1.0,1.0,0.39646,0.43048,0.29449,0.2412,0.46864,0.2668,0.20759,1.0,1.0,1.0,1.0,0.82682,0.81255,0.60308,0.44834
2466,1.0,1.0,1.0,1.0,1.0,1.0,0.39627,0.41963,0.24546,0.27087,0.39515,0.14995,0.15934,1.0,1.0,1.0,1.0,0.8135,0.82464,0.64651,0.45628
2467,1.0,1.0,1.0,1.0,1.0,1.0,0.38101,0.41303,0.28404,0.32931,0.31845,0.06118,0.08656,1.0,1.0,1.0,1.0,0.86887,0.77393,0.6133,0.44117
2468,1.0,1.0,1.0,1.0,1.0,1.0,0.32105,0.3862,0.34497,0.37303,0.24407,0.0,0.0,1.0,1.0,1.0,1.0,0.85395,0.8165,0.62866,0.44778
2469,1.0,1.0,1.0,1.0,1.0,1.0,0.30807,0.45338,0.39186,0.41042,0.21391,0.0,0.0,1.0,1.0,1.0,1.0,0.83222,0.82253,0.64634,0.4597
2470,1.0,1.0,1.0,1.0,1.0,1.0,0.35954,0.39673,0.42667,0.45934,0.28005,0.0,0.0,1.0,1.0,1.0,1.0,0.82945,0.81606,0.61925,0.44767
2471,1.0,1.0,1.0,1.0,1.0,1.0,0.36655,0.37409,0.42469,0.51785,0.32004,0.0,0.0,1.0,1.0,1.0,1.0,0.8191,0.81292,0.63091,0.44248
2472,1.0,1.0,1.0,1.0,1.0,1.0,0.35951,0.37025,0.44551,0.57384,0.35098,0.0,0.0,1.0,1.0,1.0,1.0,0.81043,0.77196,0.61876,0.45118
2473,1.0,1.0,1.0,1.0,1.0,1.0,0.38953,0.3327,0.47266,0.57373,0.36253,0.0,0.0,1.0,1.0,1.0,1.0,0.88244,0.79022,0.64589,0.47679
2474,1.0,1.0,1.0,1.0,1.0,1.0,0.42288,0.26227,0.41852,0.61419,0.3185,0.0,0.0,1.0,1.0,1.0,1.0,0.86849,0.81536,0.62659,0.44498
2475,1.0,1.0,1.0,1.0,1.0,1.0,0.43871,0.33416,0.39516,0.57937,0.29515,0.0,0.0,1.0,1.0,1.0,1.0,0.87999,0.80805,0.63612,0.45181
2476,1.0,1.0,1.0,1.0,1.0,1.0,0.42093,0.37272,0.37617,0.5495,0.40077,0.0,0.0,1.0,1.0,1.0,1.0,0.85025,0.77814,0.61927,0.48057
2477,1.0,1.0,1.0,1.0,1.0,1.0,0.49344,0.37279,0.43724,0.58056,0.44036,0.0,0.0,1.0,1.0,1.0,1.0,0.87891,0.78485,0.64486,0.45683
2478,1.0,1.0,1.0,1.0,1.0,1.0,0.44241,0.35189,0.39883,0.56433,0.45449,0.0,0.0,1.0,1.0,1.0,1.0,0.84531,0.79938,0.61467,0.44632
2479,1.0,1.0,1.0,1.0,1.0,1.0,0.39276,0.36457,0.38085,0.5383,0.50587,0.09229,0.07701,1.0,1.0,1.0,1.0,0.86541,0.78253,0.65475,0.477
2480,1.0,1.0,1.0,1.0,1.0,1.0,0.45262,0.29848,0.31235,0.45759,0.56085,0.12738,0.15964,1.0,1.0,1.0,1.0,0.82304,0.7848,0.62363,0.44806
2481,1.0,1.0,1.0,1.0,1.0,1.0,0.3962,0.33041,0.24989,0.51223,0.63306,0.28474,0.25426,1.0,1.0,1.0,1.0,0.84265,0.78446,0.60685,0.48068
2482,1.0,1.0,1.0,1.0,1.0,1.0,0.38224,0.28386,0.31109,0.50909,0.64247,0.27751,0.38274,1.0,1.0,1.0,1.0,0.84212,0.81066,0.6186,0.45341
2483,1.0,1.0,1.0,1.0,1.0,1.0,0.33061,0.26148,0.24705,0.44055,0.69244,0.28845,0.45461,1.0,1.0,1.0,1.0,0.88495,0.83811,0.61411,0.46064
2484,1.0,1.0,1.0,1.0,1.0,1.0,0.36071,0.32377,0.25527,0.44517,0.59534,0.32335,0.40317,1.0,1.0,1.0,1.0,0.85937,0.7737,0.62957,0.46221
2485,1.0,1.0,1.0,1.0,1.0,1.0,0.33941,0.39436,0.32546,0.46363,0.53344,0.48616,0.33861,1.0,1.0,1.0,1.0,0.88314,0.81256,0.64475,0.45421
2486,1.0,1.0,1.0,1.0,1.0,1.0,0.29663,0.44464,0.28501,0.50279,0.47032,0.38233,0.32279,1.0,1.0,1.0,1.0,0.86897,0.82489,0.65041,0.47237
2487,1.0,1.0,1.0,1.0,1.0,1.0,0.32576,0.51514,0.31206,0.42027,0.54572,0.34561,0.29041,1.0,1.0,1.0,1.0,0.84534,0.79098,0.6102,0.48101
2488,1.0,1.0,1.0,1.0,1.0,1.0,0.33732,0.53209,0.36888,0.41777,0.5338,0.28735,0.32324,1.0,1.0,1.0,1.0,0.83569,0.79217,0.62065,0.45319
2489,1.0,1.0,1.0,1.0,1.0,1.0,0.42227,0.51763,0.35613,0.46441,0.44136,0.25049,0.29301,1.0,1.0,1.0,1.0,0.82443,0.7888,0.62917,0.47635
2490,1.0,1.0,1.0,1.0,1.0,1.0,0.38724,0.43219,0.36455,0.38484,0.42139,0.12525,0.14012,1.0,1.0,1.0,1.0,0.88447,0.80638,0.61407,0.48059
2491,1.0,1.0,1.0,1.0,1.0,1.0,0.31662,0.45199,0.35294,0.37974,0.37866,0.0935,0.08092,1.0,1.0,1.0,1.0,0.88306,0.79604,0.60568,0.45647
2492,1.0,1.0,1.0,1.0,1.0,1.0,0.24962,0.40564,0.31714,0.30864,0.36571,0.0,0.0,1.0,1.0,1.0,1.0,0.85414,0.78176,0.6263,0.46164
2493,1.0,1.0,1.0,1.0,1.0,1.0,0.27694,0.45585,0.25905,0.35091,0.42153,0.0,0.0,1.0,1.0,1.0,1.0,0.82663,0.80926,0.63924,0.45768
2494,1.0,1.0,1.0,1.0,1.0,1.0,0.32526,0.5071,0.21584,0.30132,0.48135,0.0,0.0,1.0,1.0,1.0,1.0,0.86059,0.8045,0.62883,0.45443
2495,1.0,1.0,1.0,1.0,1.0,1.0,0.34073,0.50836,0.18501,0.258,0.39515,0.0,0.0,1.0,1.0,1.0,1.0,0.83791,0.80406,0.61395,0.47841
2496,1.0,1.0,1.0,1.0,1.0,1.0,0.37249,0.51123,0.22789,0.20332,0.38675,0.0,0.0,1.0,1.0,1.0,1.0,0.86431,0.82873,0.62368,0.47361
2497,1.0,1.0,1.0,1.0,1.0,1.0,0.36522,0.52919,0.2125,0.25972,0.37161,0.0,0.0,1.0,1.0,1.0,1.0,0.8469,0.81677,0.62098,0.46736
2498,1.0,1.0,1.0,1.0,1.0,1.0,0.39673,0.59274,0.23988,0.2096,0.31372,0.0,0.0,1.0,1.0,1.0,1.0,0.8693,0.80592,0.61626,0.48264
2499,1.0,1.0,1.0,1.0,1.0,1.0,0.3737,0.50968,0.21356,0.15729,0.39926,0.0,0.0,1.0,1.0,1.0,1.0,0.86069,0.81664,0.62132,0.45359
2500,1.0,1.0,1.0,1.0,1.0,1.0,0.36295,0.55521,0.16595,0.22839,0.41742,0.0,0.0,1.0,1.0,1.0,1.0,0.89039,0.7861,0.65337,0.48421
2501,1.0,1.0,1.0,1.0,1.0,1.0,0.34843,0.53591,0.12112,0.19185,0.37726,0.0,0.0,1.0,1.0,1.0,1.0,0.84709,0.84324,0.61712,0.45766
2502,1.0,1.0,1.0,1.0,1.0,1.0,0.43329,0.59119,0.08793,0.24531,0.41213,0.00219,0.0,1.0,1.0,1.0,1.0,0.88056,0.81085,0.64588,0.47457
2503,1.0,1.0,1.0,1.0,1.0,1.0,0.49238,0.56923,0.07601,0.23896,0.38987,0.08257,0.08848,1.0,1.0,1.0,1.0,0.83844,0.80947,0.622,0.47572
2504,1.0,1.0,1.0,1.0,1.0,1.0,0.51098,0.55912,0.11842,0.24788,0.4676,0.11415,0.18743,1.0,1.0,1.0,1.0,0.85243,0.80359,0.64913,0.48099
2505,1.0,1.0,1.0,1.0,1.0,1.0,0.58126,0.58454,0.12269,0.24737,0.50994,0.21005,0.22146,1.0,1.0,1.0,1.0,0.8699,0.82747,0.66239,0.4517
2506,1.0,1.0,1.0,1.0,1.0,1.0,0.51999,0.57077,0.16894,0.22165,0.51559,0.27058,0.29322,1.0,1.0,1.0,1.0,0.87441,0.8093,0.65292,0.46325
2507,1.0,1.0,1.0,1.0,1.0,1.0,0.55819,0.55321,0.20192,0.25404,0.60253,0.24282,0.37507,1.0,1.0,1.0,1.0,0.88898,0.82958,0.63683,0.47107
2508,1.0,1.0,1.0,1.0,1.0,1.0,0.56521,0.59388,0.23134,0.29986,0.53042,0.36897,0.35709,1.0,1.0,1.0,1.0,0.84563,0.79015,0.63248,0.45422
2509,1.0,1.0,1.0,1.0,1.0,1.0,0.47173,0.63485,0.25652,0.36532,0.58293,0.30587,0.44956,1.0,1.0,1.0,1.0,0.88076,0.83853,0.64655,0.45182
2510,1.0,1.0,1.0,1.0,1.0,1.0,0.54359,0.64149,0.24359,0.34048,0.61968,0.37788,0.45181,1.0,1.0,1.0,1.0,0.86052,0.78997,0.65312,0.48224
2511,1.0,1.0,1.0,1.0,1.0,1.0,0.49961,0.55293,0.18712,0.39862,0.52501,0.25609,0.46614,1.0,1.0,1.0,1.0,0.86995,0.80185,0.62393,0.4635
2512,1.0,1.0,1.0,1.0,1.0,1.0,0.54269,0.53701,0.23451,0.39027,0.49209,0.36901,0.38967,1.0,1.0,1.0,1.0,0.87241,0.83357,0.64029,0.47949
2513,1.0,1.0,1.0,1.0,1.0,1.0,0.51811,0.55609,0.18341,0.36348,0.56047,0.21479,0.28075,1.0,1.0,1.0,1.0,0.84298,0.84281,0.65578,0.47246
2514,1.0,1.0,1.0,1.0,1.0,1.0,0.55123,0.60093,0.14193,0.42703,0.52194,0.13693,0.20613,1.0,1.0,1.0,1.0,0.87915,0.80061,0.66006,0.46801
2515,1.0,1.0,1.0,1.0,1.0,1.0,0.59481,0.51045,0.17283,0.36197,0.45119,0.10121,0.06853,1.0,1.0,1.0,1.0,0.84483,0.80855,0.62282,0.48101
2516,1.0,1.0,1.0,1.0,1.0,1.0,0.50212,0.50912,0.15015,0.32041,0.48669,0.00286,0.0,1.0,1.0,1.0,1.0,0.8957,0.79403,0.61404,0.47944
2517,1.0,1.0,1.0,1.0,1.0,1.0,0.45506,0.54205,0.16986,0.35395,0.45732,0.0,0.0,1.0,1.0,1.0,1.0,0.86372,0.80073,0.6623,0.46807
2518,1.0,1.0,1.0,1.0,1.0,1.0,0.51603,0.53146,0.18903,0.39166,0.49801,0.0,0.0,1.0,1.0,1.0,1.0,0.86138,0.81196,0.61687,0.48373
2519,1.0,1.0,1.0,1.0,1.0,1.0,0.48523,0.44695,0.14755,0.36253,0.55503,0.0,0.0,1.0,1.0,1.0,1.0,0.84392,0.82,0.6398,0.45613
2520,1.0,1.0,1.0,1.0,1.0,1.0,0.48854,0.50533,0.18693,0.31659,0.59517,0.0,0.0,1.0,1.0,1.0,1.0,0.88053,0.80958,0.64366,0.47919
