Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4
,,,,,,,,2292,2313.4,2840.6,9721.7,3446.7
,,,,,,,,2293,2209.3,2766.5,9600.5,3388.1
,,,,,,,,2294,2193.7,2813.5,9556.6,3376.0
,,,,,,,,2295,2279.9,2824.2,9536.4,3396.0
,,,,,,,,2296,2332.6,2978.5,10156.9,3549.9
,,,,,,,,2297,2508.9,3084.8,10450.6,3691.6
,,,,,,,,2298,2608.0,3264.9,11107.6,3841.9
,,,,,,,,2299,2609.9,3343.5,11324.2,3953.2
,,,,,,,,2300,2569.3,3241.8,11003.8,3868.4
,,,,,,,,2301,2462.7,3083.3,10450.2,3745.5
,,,,,,,,2302,2364.1,2983.5,9886.7,3544.1
,,,,,,,,2303,2266.2,2847.9,9655.1,3400.6
,,,,,,,,2304,2188.4,2758.7,9293.0,3341.3
,,,,,,,,2305,1913.1,2343.0,8126.9,2827.9
,,,,,,,,2306,1818.4,2224.6,7650.4,2674.9
,,,,,,,,2307,1684.7,2156.8,7225.0,2583.0
,,,,,,,,2308,1672.2,2079.9,7110.6,2505.2
,,,,,,,,2309,1724.7,2182.4,7470.3,2605.2
,,,,,,,,2310,1924.8,2406.0,8132.5,2856.4
,,,,,,,,2311,2098.0,2644.4,8960.1,3221.7
,,,,,,,,2312,2298.1,2898.7,9863.7,3404.1
,,,,,,,,2313,2337.9,2929.9,10002.9,3599.9
,,,,,,,,2314,2355.2,2926.1,10042.4,3494.5
,,,,,,,,2315,2261.4,2766.4,9598.2,3364.0
,,,,,,,,2316,2144.1,2692.2,8996.5,3209.7
,,,,,,,,2317,2058.5,2624.6,8906.2,3152.5
,,,,,,,,2318,2098.0,2626.1,8892.1,3114.7
,,,,,,,,2319,2139.4,2676.5,8947.1,3131.6
,,,,,,,,2320,2168.9,2771.7,9488.7,3253.2
,,,,,,,,2321,2296.1,2897.9,9736.4,3514.9
,,,,,,,,2322,2423.3,3047.3,10349.4,3627.6
,,,,,,,,2323,2489.6,3106.6,10413.2,3734.6
,,,,,,,,2324,2418.7,3050.0,10219.0,3675.3
,,,,,,,,2325,2319.3,2920.0,9882.1,3461.0
,,,,,,,,2326,2185.0,2725.1,9320.4,3326.4
,,,,,,,,2327,2079.1,2610.2,9077.6,3146.1
,,,,,,,,2328,2074.8,2574.3,8832.1,3064.0
,,,,,,,,2329,1890.6,2360.0,7906.2,2823.6
,,,,,,,,2330,1767.9,2218.2,7671.2,2659.4
,,,,,,,,2331,1704.3,2095.3,7257.8,2511.3
,,,,,,,,2332,1671.6,2090.1,7103.4,2479.7
,,,,,,,,2333,1710.5,2149.5,7307.7,2578.1
,,,,,,,,2334,1884.1,2380.2,8171.6,2872.6
,,,,,,,,2335,2110.7,2662.0,8899.0,3144.8
,,,,,,,,2336,2307.7,2864.2,9774.7,3411.5
,,,,,,,,2337,2324.3,2914.0,9937.7,3502.5
,,,,,,,,2338,2337.1,2889.8,9739.8,3432.5
,,,,,,,,2339,2237.7,2806.9,9359.3,3301.9
,,,,,,,,2340,2112.9,2685.8,9031.6,3155.7
,,,,,,,,2341,2036.4,2582.1,8862.1,3069.7
,,,,,,,,2342,2047.4,2542.4,8616.3,3113.6
,,,,,,,,2343,2099.0,2593.9,8938.7,3112.3
,,,,,,,,2344,2170.0,2715.5,9236.8,3247.8
,,,,,,,,2345,2297.3,2840.7,9833.9,3403.1
,,,,,,,,2346,2379.5,3035.6,10279.1,3570.7
,,,,,,,,2347,2413.8,3068.5,10440.2,3669.3
,,,,,,,,2348,2417.8,3022.0,10266.3,3614.7
,,,,,,,,2349,2270.0,2846.2,9632.2,3412.6
,,,,,,,,2350,2194.9,2747.7,9319.2,3239.8
,,,,,,,,2351,2074.7,2600.4,8835.2,3134.1
,,,,,,,,2352,2058.4,2545.3,8580.7,3091.9
,,,,,,,,2353,1967.5,2501.2,8562.6,2951.0
,,,,,,,,2354,1909.1,2339.5,8112.2,2815.7
,,,,,,,,2355,1778.4,2264.5,7651.4,2698.3
,,,,,,,,2356,1750.9,2183.8,7542.1,2659.2
,,,,,,,,2357,1828.1,2260.3,7725.7,2751.7
,,,,,,,,2358,2007.8,2540.0,8534.9,3022.3
,,,,,,,,2359,2247.6,2793.1,9410.9,3329.3
,,,,,,,,2360,2391.9,2982.9,10098.6,3563.0
,,,,,,,,2361,2489.6,3074.7,10535.3,3676.6
,,,,,,,,2362,2475.0,3100.7,10418.1,3693.9
,,,,,,,,2363,2335.7,2931.9,9919.8,3526.0
,,,,,,,,2364,2225.9,2808.0,9624.7,3375.7
,,,,,,,,2365,2167.8,2756.5,9191.4,3298.4
,,,,,,,,2366,2148.8,2686.7,9141.9,3279.3
,,,,,,,,2367,2218.0,2802.9,9366.4,3372.8
,,,,,,,,2368,2333.9,2903.7,9897.9,3495.6
,,,,,,,,2369,2431.8,3002.4,10365.7,3614.6
,,,,,,,,2370,2572.0,3184.9,10822.3,3859.1
,,,,,,,,2371,2575.2,3247.6,11055.2,3884.4
,,,,,,,,2372,2511.6,3209.3,10874.1,3838.2
,,,,,,,,2373,2409.0,3022.9,10411.2,3601.0
,,,,,,,,2374,2285.5,2846.1,9704.1,3437.8
,,,,,,,,2375,2188.2,2741.5,9274.7,3349.8
,,,,,,,,2376,2167.6,2694.6,9303.1,3268.3
,,,,,,,,2377,1968.0,2467.0,8304.5,2958.9
,,,,,,,,2378,1889.5,2363.6,7997.6,2837.1
,,,,,,,,2379,1797.2,2236.1,7571.3,2643.6
,,,,,,,,2380,1716.7,2171.3,7427.7,2632.1
,,,,,,,,2381,1795.5,2265.4,7636.2,2692.9
,,,,,,,,2382,1982.7,2524.1,8534.4,2956.9
,,,,,,,,2383,2192.5,2758.0,9369.1,3309.3
,,,,,,,,2384,2379.9,2992.6,10071.9,3562.6
,,,,,,,,2385,2501.4,3115.8,10531.8,3726.9
,,,,,,,,2386,2408.4,3006.7,10490.1,3616.4
,,,,,,,,2387,2350.8,2924.5,9925.6,3553.4
,,,,,,,,2388,2209.7,2819.3,9345.8,3395.4
,,,,,,,,2389,2200.6,2688.5,9283.2,3287.7
,,,,,,,,2390,2179.3,2716.9,9169.6,3282.6
,,,,,,,,2391,2198.2,2776.5,9486.6,3265.2
,,,,,,,,2392,2326.7,2862.8,9734.7,3393.5
,,,,,,,,2393,2407.5,3051.3,10180.4,3607.6
,,,,,,,,2394,2549.4,3179.2,10875.0,3752.4
,,,,,,,,2395,2530.3,3187.7,10880.0,3824.6
,,,,,,,,2396,2513.5,3181.4,10589.5,3826.9
,,,,,,,,2397,2450.9,2996.3,10236.8,3615.1
,,,,,,,,2398,2326.7,2878.7,9830.8,3436.6
,,,,,,,,2399,2189.4,2770.4,9468.6,3276.8
,,,,,,,,2400,2151.2,2702.8,9154.3,3178.5
,,,,,,,,2401,1960.9,2466.0,8254.7,2988.3
,,,,,,,,2402,1885.9,2354.3,7937.1,2789.2
,,,,,,,,2403,1758.2,2205.6,7566.4,2669.5
,,,,,,,,2404,1708.1,2173.9,7257.9,2605.0
,,,,,,,,2405,1833.9,2285.7,7793.1,2724.9
,,,,,,,,2406,2000.2,2512.5,8409.7,3006.8
,,,,,,,,2407,2196.7,2722.3,9447.8,3332.7
,,,,,,,,2408,2383.7,2925.9,10195.2,3592.9
,,,,,,,,2409,2415.7,3105.0,10369.5,3638.8
,,,,,,,,2410,2393.4,2980.4,10335.9,3677.0
,,,,,,,,2411,2285.2,2917.7,9792.7,3441.5
,,,,,,,,2412,2212.7,2750.9,9329.8,3372.4
,,,,,,,,2413,2178.7,2695.2,9277.9,3261.0
,,,,,,,,2414,2160.0,2662.6,8993.6,3180.1
,,,,,,,,2415,2213.9,2771.8,9157.6,3329.3
,,,,,,,,2416,2294.7,2849.7,9544.8,3396.9
,,,,,,,,2417,2396.0,3027.3,10088.1,3579.5
,,,,,,,,2418,2469.0,3116.3,10723.0,3782.2
,,,,,,,,2419,2574.0,3233.1,10712.6,3879.5
,,,,,,,,2420,2483.7,3160.5,10713.2,3805.4
,,,,,,,,2421,2410.4,3028.0,10162.0,3582.6
,,,,,,,,2422,2272.2,2871.6,9735.6,3427.8
,,,,,,,,2423,2183.9,2766.2,9401.3,3240.7
,,,,,,,,2424,2144.6,2696.3,9068.3,3232.7
,,,,,,,,2425,1971.2,2479.3,8228.9,2908.4
,,,,,,,,2426,1870.0,2325.7,7883.2,2763.7
,,,,,,,,2427,1765.3,2162.0,7358.9,2631.3
,,,,,,,,2428,1706.1,2171.5,7210.6,2597.8
,,,,,,,,2429,1816.8,2254.9,7743.6,2721.1
,,,,,,,,2430,1958.7,2476.0,8370.6,2915.3
,,,,,,,,2431,2157.3,2719.4,9233.3,3278.5
,,,,,,,,2432,2367.0,2938.6,9942.5,3531.5
,,,,,,,,2433,2405.8,3085.3,10331.6,3667.9
,,,,,,,,2434,2373.7,3037.8,10254.5,3617.7
,,,,,,,,2435,2310.3,2872.7,9666.3,3450.5
,,,,,,,,2436,2225.6,2768.6,9424.1,3334.1
,,,,,,,,2437,2128.5,2664.9,9103.3,3238.6
,,,,,,,,2438,2143.9,2642.3,8955.2,3211.2
,,,,,,,,2439,2189.9,2693.1,9284.7,3255.2
,,,,,,,,2440,2262.5,2841.9,9511.5,3386.5
,,,,,,,,2441,2413.5,2955.7,10134.1,3576.6
,,,,,,,,2442,2484.5,3154.1,10681.3,3742.1
,,,,,,,,2443,2566.9,3151.1,10796.8,3789.3
,,,,,,,,2444,2462.3,3104.6,10451.0,3743.1
,,,,,,,,2445,2369.8,2989.1,9983.5,3523.7
,,,,,,,,2446,2294.4,2821.2,9699.3,3417.0
,,,,,,,,2447,2158.3,2707.4,9129.2,3273.1
,,,,,,,,2448,2143.1,2658.9,9082.4,3160.4
,,,,,,,,2449,1916.9,2451.2,8244.6,2902.2
,,,,,,,,2450,1839.4,2301.7,7916.6,2724.0
,,,,,,,,2451,1714.3,2181.6,7450.9,2627.5
,,,,,,,,2452,1713.4,2160.5,7321.4,2525.2
,,,,,,,,2453,1799.9,2213.3,7636.1,2654.2
,,,,,,,,2454,1980.9,2460.7,8269.8,2899.1
,,,,,,,,2455,2149.5,2739.5,9211.4,3295.4
,,,,,,,,2456,2356.9,2881.0,9929.3,3520.9
,,,,,,,,2457,2417.6,3024.3,10295.9,3659.0
,,,,,,,,2458,2381.8,3004.4,10160.4,3567.6
,,,,,,,,2459,2294.6,2885.8,9591.9,3458.0
,,,,,,,,2460,2214.7,2726.0,9148.9,3278.5
,,,,,,,,2461,2111.9,2633.5,9004.0,3216.4
,,,,,,,,2462,2088.3,2630.5,9075.3,3130.3
,,,,,,,,2463,2162.5,2679.1,9203.2,3239.6
,,,,,,,,2464,2272.3,2796.6,9690.6,3375.1
,,,,,,,,2465,2354.5,2989.9,9959.5,3580.1
,,,,,,,,2466,2507.0,3056.8,10449.7,3752.6
,,,,,,,,2467,2508.0,3139.1,10646.1,3737.6
,,,,,,,,2468,2504.6,3108.5,10437.6,3727.6
,,,,,,,,2469,2391.0,2958.6,9925.5,3520.5
,,,,,,,,2470,2276.5,2809.3,9433.6,3394.9
,,,,,,,,2471,2184.8,2656.6,9112.2,3225.6
,,,,,,,,2472,2107.8,2649.9,8984.7,3147.5
,,,,,,,,2473,1797.3,2232.4,7619.0,2734.9
,,,,,,,,2474,1696.5,2125.0,7221.5,2603.1
,,,,,,,,2475,1619.0,2005.8,6931.1,2465.2
,,,,,,,,2476,1603.4,1975.4,6693.2,2415.9
,,,,,,,,2477,1660.7,2058.5,7062.1,2531.7
,,,,,,,,2478,1807.5,2252.5,7740.2,2765.4
,,,,,,,,2479,2004.8,2493.2,8707.0,3064.0
,,,,,,,,2480,2183.9,2708.6,9233.8,3236.7
,,,,,,,,2481,2225.4,2813.4,9588.3,3403.8
,,,,,,,,2482,2212.4,2745.8,9367.0,3377.3
,,,,,,,,2483,2131.1,2633.0,9173.4,3185.5
,,,,,,,,2484,2042.5,2555.8,8774.9,3066.8
,,,,,,,,2485,1976.4,2453.6,8383.0,2973.9
,,,,,,,,2486,1957.0,2440.6,8349.8,2917.0
,,,,,,,,2487,2043.2,2512.2,8458.5,3009.8
,,,,,,,,2488,2093.8,2627.8,8965.0,3154.6
,,,,,,,,2489,2220.6,2789.4,9379.8,3342.8
,,,,,,,,2490,2276.2,2893.3,9951.6,3457.3
,,,,,,,,2491,2359.4,2943.5,10013.6,3545.3
,,,,,,,,2492,2321.6,2886.1,9697.9,3446.9
,,,,,,,,2493,2204.4,2766.0,9304.3,3345.2
,,,,,,,,2494,2112.0,2616.1,8892.9,3128.0
,,,,,,,,2495,1989.4,2518.8,8586.1,3000.5
,,,,,,,,2496,1981.3,2412.8,8294.0,2933.5
,,,,,,,,2497,1818.8,2270.4,7742.2,2704.3
,,,,,,,,2498,1726.3,2121.6,7282.5,2537.8
,,,,,,,,2499,1597.7,1985.3,6906.3,2414.9
,,,,,,,,2500,1588.2,1996.3,6645.4,2364.1
,,,,,,,,2501,1658.2,2039.8,6968.2,2453.5
,,,,,,,,2502,1817.8,2246.6,7666.6,2706.1
,,,,,,,,2503,2010.5,2524.3,8517.0,3030.3
,,,,,,,,2504,2198.5,2688.8,9126.8,3205.4
,,,,,,,,2505,2269.5,2825.3,9532.8,3394.9
,,,,,,,,2506,2237.9,2777.6,9351.4,3285.8
,,,,,,,,2507,2132.9,2682.2,9022.2,3220.2
,,,,,,,,2508,2049.1,2547.9,8555.9,3036.7
,,,,,,,,2509,1977.2,2450.2,8316.9,2922.7
,,,,,,,,2510,1951.7,2441.5,8301.6,2934.8
,,,,,,,,2511,1999.0,2470.2,8455.3,2959.8
,,,,,,,,2512,2086.1,2580.5,8754.0,3152.0
,,,,,,,,2513,2188.0,2709.2,9211.9,3280.1
,,,,,,,,2514,2305.8,2901.2,9776.9,3482.8
,,,,,,,,2515,2307.5,2895.5,9964.2,3487.3
,,,,,,,,2516,2318.3,2896.6,9876.6,3406.0
,,,,,,,,2517,2217.9,2712.1,9206.8,3264.6
,,,,,,,,2518,2104.0,2563.8,8769.6,3089.0
,,,,,,,,2519,1994.3,2514.8,8452.2,2976.2
,,,,,,,,2520,1920.9,2406.0,8355.2,2957.7
,,,,,,,,2521,1919.7,2400.0,8194.8,2833.1
,,,,,,,,2522,1783.9,2242.3,7720.3,2659.4
,,,,,,,,2523,1679.0,2121.6,7293.4,2574.6
,,,,,,,,2524,1684.9,2089.7,7067.9,2523.5
,,,,,,,,2525,1769.8,2188.2,7462.4,2640.4
,,,,,,,,2526,1931.5,2419.7,8121.9,2860.0
,,,,,,,,2527,2134.5,2686.8,8982.4,3184.5
,,,,,,,,2528,2290.2,2871.7,9822.2,3400.3
,,,,,,,,2529,2341.6,2973.8,10103.0,3499.6
,,,,,,,,2530,2317.4,2922.9,10031.6,3486.6
,,,,,,,,2531,2240.8,2813.1,9460.9,3332.9
,,,,,,,,2532,2134.5,2675.0,9196.6,3244.3
,,,,,,,,2533,2096.2,2582.9,8801.8,3100.8
,,,,,,,,2534,2099.4,2579.5,8751.6,3111.5
,,,,,,,,2535,2092.3,2640.5,8976.7,3206.9
,,,,,,,,2536,2222.3,2750.0,9330.4,3347.1
,,,,,,,,2537,2299.6,2909.6,9836.4,3478.5
,,,,,,,,2538,2416.5,3051.2,10413.0,3606.5
,,,,,,,,2539,2433.1,3107.6,10611.9,3693.4
,,,,,,,,2540,2449.4,3026.3,10434.4,3619.4
,,,,,,,,2541,2289.4,2918.4,9736.7,3507.6
,,,,,,,,2542,2193.2,2784.7,9314.2,3265.4
,,,,,,,,2543,2079.7,2603.0,8876.3,3163.0
,,,,,,,,2544,2063.1,2573.6,8677.1,3090.6
,,,,,,,,2545,1877.8,2371.8,7938.6,2852.0
,,,,,,,,2546,1761.7,2216.2,7548.6,2654.7
,,,,,,,,2547,1703.3,2128.3,7219.6,2527.6
,,,,,,,,2548,1634.2,2061.6,7154.7,2478.1
,,,,,,,,2549,1748.6,2145.5,7429.8,2615.2
,,,,,,,,2550,1890.6,2399.0,7987.7,2892.3
,,,,,,,,2551,2108.6,2620.9,9032.4,3170.8
,,,,,,,,2552,2264.8,2819.3,9534.5,3381.4
,,,,,,,,2553,2354.0,2908.4,10113.0,3543.1
,,,,,,,,2554,2321.5,2892.0,9743.0,3427.4
,,,,,,,,2555,2200.0,2813.8,9569.0,3375.8
,,,,,,,,2556,2130.6,2627.5,8934.8,3215.7
,,,,,,,,2557,2035.6,2604.9,8886.9,3130.0
,,,,,,,,2558,2057.0,2562.8,8698.4,3073.4
,,,,,,,,2559,2113.4,2612.2,8909.1,3153.7
,,,,,,,,2560,2162.5,2717.3,9173.4,3308.1
,,,,,,,,2561,2293.2,2850.3,9736.0,3469.8
,,,,,,,,2562,2424.9,3031.7,10132.0,3626.7
,,,,,,,,2563,2426.9,3047.1,10323.8,3651.1
,,,,,,,,2564,2413.5,3004.7,10077.1,3591.7
,,,,,,,,2565,2295.5,2871.1,9675.1,3410.2
,,,,,,,,2566,2196.5,2746.0,9283.5,3315.4
,,,,,,,,2567,2070.9,2596.8,8840.5,3133.7
,,,,,,,,2568,2014.0,2578.9,8596.2,3036.9
,,,,,,,,2569,1866.6,2363.6,7970.3,2807.2
,,,,,,,,2570,1752.5,2195.9,7441.4,2650.4
,,,,,,,,2571,1686.1,2092.7,7232.4,2532.7
,,,,,,,,2572,1640.5,2032.6,7033.5,2437.9
,,,,,,,,2573,1726.1,2120.8,7321.2,2617.1
,,,,,,,,2574,1864.5,2363.1,8093.9,2810.0
,,,,,,,,2575,2066.8,2625.0,9008.6,3148.7
,,,,,,,,2576,2230.8,2855.1,9469.5,3355.8
,,,,,,,,2577,2300.9,2886.8,9860.7,3500.5
,,,,,,,,2578,2275.8,2874.0,9677.0,3448.2
,,,,,,,,2579,2197.1,2790.9,9408.4,3349.0
,,,,,,,,2580,2130.0,2610.3,8855.9,3156.7
,,,,,,,,2581,2062.6,2579.9,8760.7,3072.1
,,,,,,,,2582,2020.3,2515.7,8621.7,3058.2
,,,,,,,,2583,2110.5,2564.3,8882.9,3147.4
,,,,,,,,2584,2145.4,2677.2,9201.8,3229.2
,,,,,,,,2585,2274.6,2855.4,9623.1,3473.3
,,,,,,,,2586,2365.3,2961.3,10250.5,3630.7
,,,,,,,,2587,2403.1,3042.5,10210.5,3662.2
,,,,,,,,2588,2365.8,3004.2,10054.8,3533.8
,,,,,,,,2589,2285.4,2859.4,9593.4,3436.0
,,,,,,,,2590,2163.3,2689.6,9165.6,3255.6
,,,,,,,,2591,2075.7,2587.7,8890.1,3092.0
,,,,,,,,2592,2039.2,2508.7,8673.6,2999.4
,,,,,,,,2593,1838.9,2332.2,7841.6,2747.9
,,,,,,,,2594,1778.1,2213.6,7470.3,2649.5
,,,,,,,,2595,1679.0,2098.6,6996.6,2509.7
,,,,,,,,2596,1657.4,2025.8,7029.7,2445.8
,,,,,,,,2597,1702.3,2138.9,7332.7,2602.1
,,,,,,,,2598,1884.4,2373.4,7985.1,2813.5
,,,,,,,,2599,2067.8,2561.3,8700.5,3075.0
,,,,,,,,2600,2219.2,2774.4,9427.4,3376.7
,,,,,,,,2601,2292.1,2926.5,9824.0,3505.1
,,,,,,,,2602,2290.2,2886.2,9829.7,3402.0
,,,,,,,,2603,2188.4,2769.9,9410.3,3326.3
,,,,,,,,2604,2098.4,2647.4,8887.7,3145.4
,,,,,,,,2605,2061.2,2520.0,8747.8,3039.5
,,,,,,,,2606,2020.8,2500.3,8708.8,3038.6
,,,,,,,,2607,2042.4,2591.5,8740.7,3099.4
,,,,,,,,2608,2163.7,2707.8,9245.9,3197.2
,,,,,,,,2609,2291.3,2792.2,9612.5,3356.9
,,,,,,,,2610,2383.6,2967.8,10079.6,3520.8
,,,,,,,,2611,2443.6,2985.4,10154.9,3615.5
,,,,,,,,2612,2340.7,2931.7,10017.8,3512.8
,,,,,,,,2613,2274.0,2831.3,9774.0,3382.7
,,,,,,,,2614,2174.1,2687.8,9035.8,3223.6
,,,,,,,,2615,2044.7,2615.1,8689.9,3073.3
,,,,,,,,2616,1996.6,2544.7,8666.0,3035.7
,,,,,,,,2617,1870.4,2318.4,7803.5,2727.4
,,,,,,,,2618,1745.4,2175.1,7437.8,2611.9
,,,,,,,,2619,1664.6,2095.9,7026.8,2510.9
,,,,,,,,2620,1609.0,2032.4,6994.3,2448.9
,,,,,,,,2621,1688.7,2134.9,7300.9,2541.4
,,,,,,,,2622,1854.7,2352.3,7942.1,2777.1
,,,,,,,,2623,2090.2,2606.0,8624.8,3099.6
,,,,,,,,2624,2232.5,2742.4,9580.8,3374.1
,,,,,,,,2625,2299.1,2873.8,9711.1,3408.3
,,,,,,,,2626,2248.8,2869.7,9764.4,3450.3
,,,,,,,,2627,2181.6,2750.1,9254.6,3306.6
,,,,,,,,2628,2056.7,2614.2,8720.0,3096.8
,,,,,,,,2629,2005.1,2553.7,8669.0,3027.9
,,,,,,,,2630,1983.1,2523.2,8473.2,3042.4
,,,,,,,,2631,2049.3,2591.8,8667.5,3100.4
,,,,,,,,2632,2157.7,2667.8,9149.0,3200.8
,,,,,,,,2633,2234.6,2808.7,9436.9,3401.7
,,,,,,,,2634,2373.0,2960.4,9931.4,3538.3
,,,,,,,,2635,2358.8,3028.1,10253.8,3628.1
,,,,,,,,2636,2339.6,2909.2,9929.5,3493.7
,,,,,,,,2637,2253.2,2793.6,9636.0,3404.9
,,,,,,,,2638,2156.5,2639.9,9108.7,3234.3
,,,,,,,,2639,2034.0,2540.5,8708.8,3071.1
,,,,,,,,2640,1969.2,2474.0,8359.5,2990.0
,,,,,,,,2641,1703.8,2153.4,7247.4,2611.7
,,,,,,,,2642,1652.1,2064.5,6945.2,2434.6
,,,,,,,,2643,1550.5,1931.9,6506.3,2335.4
,,,,,,,,2644,1510.8,1872.8,6431.1,2240.9
,,,,,,,,2645,1594.1,1990.5,6732.7,2383.8
,,,,,,,,2646,1742.1,2172.0,7306.5,2577.3
,,,,,,,,2647,1905.8,2436.0,8211.4,2881.4
,,,,,,,,2648,2079.6,2592.2,8814.1,3079.1
,,,,,,,,2649,2132.4,2645.2,8985.4,3218.1
,,,,,,,,2650,2092.2,2628.6,8934.3,3154.6
,,,,,,,,2651,2005.6,2541.4,8526.3,3085.7
,,,,,,,,2652,1939.2,2454.3,8128.8,2878.6
,,,,,,,,2653,1860.1,2328.0,7943.9,2853.4
,,,,,,,,2654,1857.3,2359.6,7931.5,2846.1
,,,,,,,,2655,1912.6,2417.3,8071.6,2895.2
,,,,,,,,2656,2021.0,2480.0,8378.3,2974.2
,,,,,,,,2657,2125.1,2620.1,8969.3,3189.3
,,,,,,,,2658,2182.9,2727.0,9263.2,3311.0
,,,,,,,,2659,2241.2,2807.3,9362.6,3351.0
,,,,,,,,2660,2184.2,2736.2,9427.8,3287.5
,,,,,,,,2661,2121.9,2618.1,9023.1,3130.6
,,,,,,,,2662,1987.8,2516.5,8508.0,2979.6
,,,,,,,,2663,1917.0,2405.4,8040.0,2887.7
,,,,,,,,2664,1848.5,2331.8,7950.9,2785.8
,,,,,,,,2665,1699.3,2119.6,7215.9,2526.5
,,,,,,,,2666,1603.7,2005.0,6831.0,2405.9
,,,,,,,,2667,1544.3,1932.8,6508.1,2284.4
,,,,,,,,2668,1520.5,1866.2,6315.9,2282.3
,,,,,,,,2669,1555.9,1990.2,6760.4,2344.1
,,,,,,,,2670,1713.2,2137.1,7399.4,2593.0
,,,,,,,,2671,1899.4,2405.3,8167.4,2879.2
,,,,,,,,2672,2035.0,2557.6,8829.5,3070.2
,,,,,,,,2673,2114.3,2666.3,9015.1,3209.7
,,,,,,,,2674,2102.0,2660.9,9001.0,3181.4
,,,,,,,,2675,2040.0,2529.9,8612.5,2989.7
,,,,,,,,2676,1922.5,2422.2,8061.6,2846.1
,,,,,,,,2677,1847.2,2312.5,7913.8,2844.3
,,,,,,,,2678,1840.7,2325.5,7836.9,2822.7
,,,,,,,,2679,1893.5,2406.2,8010.1,2868.9
,,,,,,,,2680,2005.5,2465.8,8471.3,2985.8
,,,,,,,,2681,2057.6,2605.6,8985.3,3138.1
,,,,,,,,2682,2176.6,2754.7,9308.5,3300.3
,,,,,,,,2683,2242.1,2785.5,9519.5,3354.8
,,,,,,,,2684,2198.5,2703.1,9294.8,3245.4
,,,,,,,,2685,2064.6,2631.9,8794.0,3167.3
,,,,,,,,2686,1949.8,2438.9,8526.7,2943.7
,,,,,,,,2687,1895.4,2371.6,8133.8,2872.9
,,,,,,,,2688,1829.9,2277.7,7814.6,2796.9
,,,,,,,,2689,1786.4,2245.5,7615.4,2741.7
,,,,,,,,2690,1732.6,2134.9,7203.1,2554.8
,,,,,,,,2691,1604.6,2005.9,6970.6,2418.7
,,,,,,,,2692,1595.4,1998.6,6653.8,2382.0
,,,,,,,,2693,1641.5,2064.8,7007.7,2519.0
,,,,,,,,2694,1825.7,2290.3,7712.2,2700.8
,,,,,,,,2695,2038.6,2535.8,8600.3,3056.8
,,,,,,,,2696,2152.4,2729.6,9219.5,3252.7
,,,,,,,,2697,2243.8,2792.3,9632.0,3370.2
,,,,,,,,2698,2201.0,2807.6,9431.1,3312.1
,,,,,,,,2699,2106.8,2665.9,9141.9,3154.2
,,,,,,,,2700,2028.9,2521.6,8570.0,3042.8
,,,,,,,,2701,1964.3,2492.5,8516.2,2945.3
,,,,,,,,2702,1981.2,2435.9,8438.6,2965.6
,,,,,,,,2703,2021.1,2480.6,8633.4,3022.3
,,,,,,,,2704,2119.2,2634.2,8981.0,3179.0
,,,,,,,,2705,2223.9,2746.7,9271.4,3309.9
,,,,,,,,2706,2308.5,2861.6,9898.2,3447.4
,,,,,,,,2707,2362.6,2959.2,9944.2,3502.8
,,,,,,,,2708,2279.7,2881.2,9730.2,3427.9
,,,,,,,,2709,2179.5,2719.1,9458.2,3286.3
,,,,,,,,2710,2057.9,2575.0,8744.0,3110.6
,,,,,,,,2711,2000.4,2476.5,8409.0,2966.7
,,,,,,,,2712,1933.6,2444.4,8209.4,2889.2
,,,,,,,,2713,1801.6,2211.5,7720.1,2711.6
,,,,,,,,2714,1713.4,2100.6,7180.4,2572.7
,,,,,,,,2715,1592.2,1997.8,6812.1,2395.3
,,,,,,,,2716,1587.4,1961.8,6607.7,2327.5
,,,,,,,,2717,1663.2,2033.4,7044.6,2485.5
,,,,,,,,2718,1788.2,2234.4,7624.1,2732.4
,,,,,,,,2719,1985.8,2522.2,8603.1,2987.9
,,,,,,,,2720,2133.2,2669.7,9268.0,3248.9
,,,,,,,,2721,2250.9,2757.4,9476.2,3385.6
,,,,,,,,2722,2205.1,2790.3,9237.8,3277.5
,,,,,,,,2723,2110.1,2639.9,9000.0,3189.0
,,,,,,,,2724,2010.6,2509.8,8447.3,2988.3
,,,,,,,,2725,1931.3,2453.3,8424.9,2975.4
,,,,,,,,2726,1968.4,2406.3,8243.3,2910.7
,,,,,,,,2727,1972.0,2519.6,8350.5,3023.1
,,,,,,,,2728,2075.4,2616.1,8719.4,3142.3
,,,,,,,,2729,2208.0,2720.7,9345.9,3253.6
,,,,,,,,2730,2267.0,2817.2,9683.1,3413.5
,,,,,,,,2731,2334.6,2924.2,9760.9,3488.5
,,,,,,,,2732,2248.5,2837.1,9575.1,3439.7
,,,,,,,,2733,2157.0,2737.5,9265.4,3298.9
,,,,,,,,2734,2083.8,2594.7,8843.7,3137.9
,,,,,,,,2735,1975.4,2485.0,8466.6,2974.4
,,,,,,,,2736,1920.6,2387.9,8208.5,2869.6
,,,,,,,,2737,1787.9,2221.6,7547.1,2643.9
,,,,,,,,2738,1691.1,2120.5,7232.8,2518.3
